Year;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Child_average;3,097;3,051;3,087;3,033;3,029;3,033;3,054;3,08;3,107;3,171;3,122;3,217;3,176;3,193;3,166;3,039;2,903;2,814;2,716;2,748;2,572;2,362;2,151;1,904;1,773;1,664;1,632;1,579;1,583;1,563;1,602;1,563;1,496;1,468;1,491;1,511;1,552;1,558;1,545;1,553;1,617;1,612;1,587;1,572;1,569;1,531;1,529;1,562;1,628;1,652;1,723;1,71;1,731;1,747;1,726;1,708;1,72;1,718;1,773;1,79;1,796;1,759;1,723;1,679;1,713;1,658;1,663;1,619;1,586;1,574
