Year;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Women;5028522;5116521;5182571;5237598;5294629;5359264;5430910;5497462;5566661;5659484;5731102;5801779;5883048;5966151;6040594;6121740;6198911;6273255;6344070;6415386;6492540;6569734;6645353;6712092;6768924;6827479;6896703;6942948;6990658;7040084;7096734;7160112;7204263;7236953;7270437;7304213;7344892;7390802;7441337;7488650;7534092;7590944;7648728;7703914;7755666;7796640;7831600;7870304;7914118;7966954;8017633;8077220;8133318;8177101;8212118;8239547;8256803;8269478;8293326;8329391;8371513;8412317;8447477;8472236;8494904;8527868;8561985;8606405;8654043;8701077;8759554
